order_id,customer_region,product_category,order_date,ship_date,delivery_date,shipping_mode,shipping_cost,delivery_status,delivery_days,on_time_flag,delay_flag
OR10281,Central,Grocery,2023-12-28,2023-12-31,2024-01-09,Standard,90,Delayed,9,0,1
OR10282,North,Fashion,2024-03-02,2024-03-05,2024-03-14,Express,218,Delivered,9,1,0
OR10283,West,Electronics,2023-06-14,2023-06-15,2023-06-20,Standard,119,Delivered,5,1,0
OR10284,North,Sports,2024-01-23,2024-01-26,2024-02-04,Standard,91,Delivered,9,1,0
OR10285,Central,Home,2023-07-14,2023-07-17,2023-07-26,Standard,65,Returned,9,1,0
OR10286,West,Fashion,2023-07-14,2023-07-15,2023-07-21,Express,177,Delivered,6,1,0
OR10287,Central,Sports,2024-04-09,2024-04-12,2024-04-20,Standard,68,Delivered,8,1,0
OR10288,East,Grocery,2025-06-17,2025-06-18,2025-06-25,Express,235,Delivered,7,1,0
OR10289,West,Sports,2022-08-10,2022-08-11,2022-08-16,Same Day,229,Delayed,5,0,1
OR10290,East,Fashion,2024-01-12,2024-01-15,2024-01-25,Express,234,Delivered,10,1,0
OR10291,North,Fashion,2025-01-30,2025-02-02,2025-02-10,Same Day,302,Delivered,8,1,0
OR10292,North,Beauty,2023-01-16,2023-01-17,2023-01-24,Same Day,385,Delivered,7,1,0
OR10293,West,Fashion,2022-12-24,2022-12-27,2023-01-05,Standard,86,Delivered,9,1,0
OR10294,West,Electronics,2025-09-19,2025-09-20,2025-09-24,Express,154,Delivered,4,1,0
OR10295,Central,Sports,2024-04-12,2024-04-15,2024-04-21,Standard,115,Delivered,6,1,0
OR10296,Central,Beauty,2025-08-24,2025-08-27,2025-09-04,Standard,53,Delivered,8,1,0
OR10297,East,Home,2022-01-01,2022-01-04,2022-01-10,Standard,101,Delivered,6,1,0
OR10298,West,Electronics,2024-08-03,2024-08-04,2024-08-09,Standard,122,Delivered,5,1,0
OR10299,North,Home,2023-07-06,2023-07-07,2023-07-12,Express,157,Delivered,5,1,0
OR10300,Central,Fashion,2023-08-07,2023-08-07,2023-08-11,Same Day,208,Delivered,4,1,0
OR10301,Central,Home,2022-05-25,2022-05-26,2022-05-30,Standard,113,Delivered,4,1,0
OR10302,North,Home,2024-10-21,2024-10-22,2024-10-26,Standard,61,Delivered,4,1,0
OR10303,Central,Electronics,2023-08-13,2023-08-16,2023-08-22,Standard,78,Delivered,6,1,0
OR10304,East,Electronics,2023-05-06,2023-05-09,2023-05-18,Standard,79,Delivered,9,1,0
OR10305,West,Sports,2023-05-07,2023-05-10,2023-05-16,Standard,124,Delayed,6,0,1
OR10306,North,Home,2023-12-18,2023-12-21,2024-01-02,Express,120,Delivered,12,1,0
OR10307,West,Electronics,2024-07-14,2024-07-14,2024-07-17,Standard,128,Delivered,3,1,0
OR10308,Central,Sports,2024-04-14,2024-04-15,2024-04-21,Standard,92,Delivered,6,1,0
OR10309,Central,Home,2024-04-03,2024-04-06,2024-04-16,Express,127,Delivered,10,1,0
OR10310,North,Home,2023-01-17,2023-01-18,2023-01-23,Standard,145,Delivered,5,1,0
OR10311,East,Beauty,2024-06-28,2024-06-29,2024-07-04,Express,100,Delivered,5,1,0
OR10312,South,Fashion,2025-06-09,2025-06-12,2025-06-22,Express,203,Delayed,10,0,1
OR10313,North,Electronics,2022-10-16,2022-10-16,2022-10-20,Express,225,Delivered,4,1,0
OR10314,South,Grocery,2025-11-20,2025-11-21,2025-11-28,Express,127,Delivered,7,1,0
OR10315,South,Beauty,2024-07-08,2024-07-09,2024-07-13,Standard,60,Delivered,4,1,0
OR10316,East,Electronics,2024-08-10,2024-08-11,2024-08-17,Standard,108,Delivered,6,1,0
OR10317,South,Beauty,2024-06-23,2024-06-24,2024-06-29,Standard,77,Delivered,5,1,0
OR10318,South,Fashion,2025-02-27,2025-03-02,2025-03-14,Standard,87,Delivered,12,1,0
OR10319,East,Beauty,2025-08-31,2025-09-01,2025-09-06,Standard,70,Delivered,5,1,0
OR10320,South,Beauty,2024-05-12,2024-05-13,2024-05-17,Standard,115,Delivered,4,1,0
OR10321,South,Sports,2024-03-07,2024-03-10,2024-03-17,Standard,90,Delivered,7,1,0
OR10322,South,Electronics,2023-05-17,2023-05-18,2023-05-24,Standard,63,Delayed,6,0,1
OR10323,North,Home,2024-04-02,2024-04-05,2024-04-14,Same Day,214,Delivered,9,1,0
OR10324,North,Grocery,2024-05-11,2024-05-12,2024-05-19,Standard,148,Delivered,7,1,0
OR10325,North,Sports,2022-05-30,2022-06-02,2022-06-13,Express,180,Delivered,11,1,0
OR10326,East,Electronics,2023-09-09,2023-09-12,2023-09-21,Standard,58,Delivered,9,1,0
OR10327,Central,Sports,2023-11-20,2023-11-21,2023-11-27,Standard,86,Returned,6,1,0
OR10328,South,Home,2023-01-31,2023-02-03,2023-02-13,Same Day,314,Delivered,10,1,0
OR10329,South,Beauty,2022-08-05,2022-08-08,2022-08-14,Express,93,Delivered,6,1,0
OR10330,East,Grocery,2023-04-26,2023-04-27,2023-05-04,Standard,53,Delivered,7,1,0
OR10331,South,Home,2022-06-17,2022-06-17,2022-06-21,Standard,140,Delivered,4,1,0
OR10332,North,Grocery,2025-04-11,2025-04-14,2025-04-22,Express,95,Delivered,8,1,0
OR10333,Central,Sports,2023-07-30,2023-08-02,2023-08-08,Standard,89,Delivered,6,1,0
OR10334,West,Beauty,2022-08-25,2022-08-28,2022-09-03,Express,115,Delivered,6,1,0
OR10335,South,Beauty,2024-10-30,2024-10-30,2024-11-03,Standard,95,Delivered,4,1,0
OR10336,North,Electronics,2022-03-17,2022-03-18,2022-03-23,Standard,59,Returned,5,1,0
OR10337,West,Grocery,2025-05-22,2025-05-25,2025-06-01,Standard,51,Delivered,7,1,0
OR10338,Central,Home,2025-02-18,2025-02-21,2025-03-01,Standard,58,Delivered,8,1,0
OR10339,West,Grocery,2024-08-24,2024-08-25,2024-08-29,Standard,82,Delivered,4,1,0
OR10340,North,Sports,2025-04-11,2025-04-12,2025-04-17,Express,129,Delivered,5,1,0
OR10341,West,Beauty,2024-05-02,2024-05-05,2024-05-12,Standard,114,Delivered,7,1,0
OR10342,East,Sports,2025-06-07,2025-06-10,2025-06-19,Express,240,Delivered,9,1,0
OR10343,West,Sports,2024-09-08,2024-09-11,2024-09-18,Express,94,Returned,7,1,0
OR10344,South,Electronics,2022-01-13,2022-01-14,2022-01-19,Standard,140,Delivered,5,1,0
OR10345,South,Sports,2022-03-05,2022-03-08,2022-03-17,Express,236,Delivered,9,1,0
OR10346,East,Electronics,2023-12-29,2023-12-30,2024-01-04,Express,197,Delivered,5,1,0
OR10347,North,Fashion,2023-11-01,2023-11-04,2023-11-14,Same Day,280,Delayed,10,0,1
OR10348,South,Grocery,2024-09-27,2024-09-30,2024-10-09,Standard,84,Delayed,9,0,1
OR10349,Central,Beauty,2023-07-20,2023-07-21,2023-07-27,Express,140,Delivered,6,1,0
OR10350,South,Beauty,2024-04-04,2024-04-07,2024-04-18,Standard,139,Delayed,11,0,1
OR10351,South,Home,2023-06-14,2023-06-17,2023-06-25,Standard,86,Delivered,8,1,0
OR10352,North,Beauty,2023-11-24,2023-11-27,2023-12-06,Same Day,374,Delivered,9,1,0
OR10353,West,Electronics,2024-02-27,2024-03-01,2024-03-07,Express,157,Delivered,6,1,0
OR10354,South,Beauty,2023-04-27,2023-04-30,2023-05-12,Standard,125,Delivered,12,1,0
OR10355,East,Electronics,2022-03-28,2022-03-28,2022-04-01,Standard,132,Delayed,4,0,1
OR10356,West,Beauty,2025-12-20,2025-12-21,2025-12-27,Standard,108,Delivered,6,1,0
OR10357,Central,Home,2023-11-18,2023-11-19,2023-11-24,Standard,111,Delivered,5,1,0
OR10358,North,Grocery,2024-12-15,2024-12-18,2024-12-24,Standard,145,Delivered,6,1,0
OR10359,Central,Sports,2024-03-11,2024-03-12,2024-03-17,Express,89,Delivered,5,1,0
OR10360,West,Grocery,2023-12-30,2024-01-02,2024-01-10,Standard,87,Delivered,8,1,0
OR10361,West,Electronics,2023-09-02,2023-09-02,2023-09-04,Standard,94,Delivered,2,1,0
OR10362,West,Sports,2024-03-04,2024-03-04,2024-03-06,Same Day,304,Delivered,2,1,0
OR10363,Central,Fashion,2025-09-10,2025-09-13,2025-09-19,Same Day,210,Delivered,6,1,0
OR10364,West,Home,2024-05-26,2024-05-29,2024-06-07,Standard,71,Delivered,9,1,0
OR10365,Central,Grocery,2022-11-12,2022-11-13,2022-11-18,Express,190,Delayed,5,0,1
OR10366,West,Sports,2024-07-21,2024-07-22,2024-07-28,Express,192,Delivered,6,1,0
OR10367,East,Home,2022-04-17,2022-04-18,2022-04-23,Same Day,333,Delivered,5,1,0
OR10368,West,Grocery,2024-08-27,2024-08-28,2024-09-01,Same Day,313,Delivered,4,1,0
OR10369,Central,Electronics,2023-02-22,2023-02-23,2023-03-02,Express,222,Delivered,7,1,0
OR10370,South,Electronics,2022-05-01,2022-05-04,2022-05-13,Standard,87,Delivered,9,1,0
OR10371,West,Electronics,2022-01-12,2022-01-15,2022-01-24,Express,109,Delivered,9,1,0
OR10372,South,Fashion,2022-12-15,2022-12-15,2022-12-19,Standard,131,Delayed,4,0,1
OR10373,East,Beauty,2023-07-05,2023-07-06,2023-07-11,Standard,86,Delivered,5,1,0
OR10374,North,Electronics,2025-03-16,2025-03-17,2025-03-21,Express,243,Delivered,4,1,0
OR10375,East,Electronics,2022-01-29,2022-02-01,2022-02-09,Standard,63,Delayed,8,0,1
OR10376,West,Beauty,2023-08-25,2023-08-28,2023-09-07,Standard,55,Delayed,10,0,1
OR10377,South,Electronics,2023-05-08,2023-05-11,2023-05-20,Standard,127,Delivered,9,1,0
OR10378,South,Sports,2025-10-12,2025-10-15,2025-10-21,Standard,122,Returned,6,1,0
OR10379,Central,Home,2024-05-29,2024-06-01,2024-06-11,Standard,108,Delivered,10,1,0
OR10380,South,Fashion,2024-01-25,2024-01-28,2024-02-03,Standard,66,Delivered,6,1,0
OR10381,Central,Grocery,2025-06-03,2025-06-06,2025-06-15,Standard,59,Delivered,9,1,0
OR10382,North,Beauty,2025-09-17,2025-09-18,2025-09-24,Standard,60,Delivered,6,1,0
OR10383,West,Beauty,2024-05-14,2024-05-15,2024-05-20,Standard,100,Delivered,5,1,0
OR10384,Central,Beauty,2023-05-29,2023-06-01,2023-06-08,Express,220,Delivered,7,1,0
OR10385,North,Fashion,2025-03-25,2025-03-26,2025-04-02,Standard,131,Delivered,7,1,0
OR10386,South,Home,2023-06-30,2023-07-01,2023-07-07,Standard,74,Delivered,6,1,0
OR10387,South,Electronics,2022-10-04,2022-10-05,2022-10-09,Standard,83,Delivered,4,1,0
OR10388,North,Beauty,2025-09-24,2025-09-25,2025-09-30,Standard,57,Delivered,5,1,0
OR10389,South,Electronics,2023-12-19,2023-12-22,2024-01-02,Express,212,Delayed,11,0,1
OR10390,North,Grocery,2022-12-03,2022-12-06,2022-12-16,Express,108,Delivered,10,1,0
OR10391,Central,Beauty,2023-03-16,2023-03-19,2023-03-25,Express,198,Delivered,6,1,0
OR10392,Central,Fashion,2025-11-13,2025-11-14,2025-11-20,Express,156,Delivered,6,1,0
OR10393,North,Fashion,2025-09-26,2025-09-27,2025-10-03,Express,221,Delayed,6,0,1
OR10394,Central,Grocery,2024-02-29,2024-03-03,2024-03-12,Standard,109,Delayed,9,0,1
OR10395,Central,Fashion,2023-11-30,2023-12-01,2023-12-08,Standard,52,Delivered,7,1,0
OR10396,Central,Fashion,2024-07-24,2024-07-24,2024-07-27,Standard,103,Delivered,3,1,0
OR10397,East,Fashion,2025-01-12,2025-01-15,2025-01-21,Same Day,251,Delayed,6,0,1
OR10398,West,Beauty,2024-09-14,2024-09-14,2024-09-17,Standard,83,Delivered,3,1,0
OR10399,South,Grocery,2025-04-29,2025-05-02,2025-05-11,Express,220,Delayed,9,0,1
OR10400,East,Beauty,2024-07-16,2024-07-19,2024-07-28,Express,180,Returned,9,1,0
OR10401,Central,Grocery,2022-10-28,2022-10-31,2022-11-06,Express,151,Delivered,6,1,0
OR10402,North,Home,2025-09-24,2025-09-25,2025-09-29,Standard,102,Delivered,4,1,0
OR10403,Central,Fashion,2024-01-02,2024-01-05,2024-01-11,Standard,88,Delivered,6,1,0
OR10404,West,Home,2023-04-16,2023-04-17,2023-04-22,Standard,56,Delayed,5,0,1
OR10405,Central,Sports,2024-11-22,2024-11-23,2024-11-29,Standard,92,Delivered,6,1,0
OR10406,North,Sports,2023-04-11,2023-04-12,2023-04-19,Standard,81,Delivered,7,1,0
OR10407,West,Fashion,2022-10-18,2022-10-19,2022-10-24,Standard,98,Delivered,5,1,0
OR10408,Central,Electronics,2022-10-29,2022-10-30,2022-11-04,Standard,148,Delivered,5,1,0
OR10409,West,Sports,2023-10-01,2023-10-02,2023-10-09,Standard,143,Delivered,7,1,0
OR10410,South,Electronics,2023-04-30,2023-05-03,2023-05-13,Express,226,Delivered,10,1,0
OR10411,South,Home,2024-05-23,2024-05-26,2024-06-04,Standard,73,Delivered,9,1,0
OR10412,Central,Fashion,2023-11-07,2023-11-07,2023-11-10,Standard,140,Delivered,3,1,0
OR10413,West,Home,2022-12-30,2022-12-31,2023-01-07,Express,113,Delivered,7,1,0
OR10414,North,Beauty,2023-12-03,2023-12-06,2023-12-13,Express,209,Delivered,7,1,0
OR10415,Central,Home,2025-01-11,2025-01-12,2025-01-16,Express,103,Delayed,4,0,1
OR10416,South,Grocery,2024-05-17,2024-05-20,2024-05-27,Standard,117,Delivered,7,1,0
OR10417,South,Fashion,2022-12-29,2023-01-01,2023-01-07,Same Day,201,Delivered,6,1,0
OR10418,Central,Grocery,2022-01-26,2022-01-29,2022-02-04,Express,240,Delayed,6,0,1
OR10419,West,Home,2023-10-09,2023-10-10,2023-10-16,Express,131,Delivered,6,1,0
OR10420,South,Electronics,2022-12-09,2022-12-12,2022-12-20,Standard,77,Delivered,8,1,0
OR10421,West,Fashion,2023-01-08,2023-01-11,2023-01-22,Express,117,Delivered,11,1,0
OR10422,South,Fashion,2023-12-28,2023-12-31,2024-01-06,Express,81,Delivered,6,1,0
OR10423,South,Sports,2024-07-16,2024-07-17,2024-07-22,Standard,100,Delivered,5,1,0
OR10424,East,Electronics,2024-04-26,2024-04-29,2024-05-06,Standard,107,Delivered,7,1,0
OR10425,South,Beauty,2023-04-20,2023-04-23,2023-04-29,Standard,65,Delivered,6,1,0
OR10426,North,Electronics,2025-01-09,2025-01-12,2025-01-20,Standard,73,Delayed,8,0,1
OR10427,Central,Home,2022-12-06,2022-12-07,2022-12-11,Standard,124,Delivered,4,1,0
OR10428,Central,Home,2024-08-10,2024-08-10,2024-08-14,Standard,79,Delivered,4,1,0
OR10429,West,Home,2025-02-20,2025-02-20,2025-02-24,Standard,84,Delivered,4,1,0
OR10430,South,Sports,2023-03-22,2023-03-22,2023-03-26,Standard,60,Delivered,4,1,0
OR10431,North,Electronics,2024-07-12,2024-07-15,2024-07-24,Express,92,Delivered,9,1,0
OR10432,West,Grocery,2024-06-11,2024-06-12,2024-06-19,Standard,123,Delivered,7,1,0
OR10433,East,Electronics,2024-01-05,2024-01-08,2024-01-17,Express,170,Delayed,9,0,1
OR10434,West,Grocery,2022-05-02,2022-05-05,2022-05-11,Express,84,Delivered,6,1,0
OR10435,West,Fashion,2022-03-21,2022-03-24,2022-04-01,Standard,108,Delivered,8,1,0
OR10436,South,Grocery,2022-11-30,2022-12-03,2022-12-14,Standard,115,Delivered,11,1,0
OR10437,East,Fashion,2024-10-03,2024-10-03,2024-10-07,Express,214,Delayed,4,0,1
OR10438,West,Beauty,2022-03-15,2022-03-18,2022-03-24,Standard,80,Delivered,6,1,0
OR10439,North,Beauty,2024-01-07,2024-01-10,2024-01-17,Express,144,Delivered,7,1,0
OR10440,North,Home,2025-08-13,2025-08-16,2025-08-26,Standard,79,Delivered,10,1,0
OR10441,Central,Electronics,2022-03-27,2022-03-30,2022-04-07,Standard,56,Delivered,8,1,0
OR10442,East,Home,2024-04-13,2024-04-14,2024-04-20,Standard,121,Delivered,6,1,0
OR10443,East,Electronics,2024-02-14,2024-02-17,2024-02-24,Standard,109,Delivered,7,1,0
OR10444,Central,Grocery,2023-05-15,2023-05-15,2023-05-17,Standard,91,Delivered,2,1,0
OR10445,West,Electronics,2022-05-03,2022-05-04,2022-05-10,Express,151,Delayed,6,0,1
OR10446,East,Grocery,2023-10-01,2023-10-02,2023-10-08,Same Day,242,Delivered,6,1,0
OR10447,North,Electronics,2025-12-23,2025-12-23,2025-12-25,Standard,116,Delivered,2,1,0
OR10448,North,Fashion,2022-06-16,2022-06-17,2022-06-22,Standard,64,Delivered,5,1,0
OR10449,South,Grocery,2023-03-07,2023-03-08,2023-03-13,Express,144,Delivered,5,1,0
OR10450,East,Home,2022-02-07,2022-02-10,2022-02-17,Standard,83,Delivered,7,1,0
OR10451,West,Home,2023-02-05,2023-02-06,2023-02-12,Standard,72,Returned,6,1,0
OR10452,Central,Home,2024-08-27,2024-08-30,2024-09-07,Standard,60,Delivered,8,1,0
OR10453,Central,Home,2023-08-14,2023-08-15,2023-08-19,Standard,140,Delivered,4,1,0
OR10454,West,Fashion,2024-08-22,2024-08-25,2024-09-04,Express,179,Delivered,10,1,0
OR10455,South,Fashion,2024-01-24,2024-01-27,2024-02-02,Express,246,Delivered,6,1,0
OR10456,Central,Sports,2022-04-12,2022-04-15,2022-04-23,Express,230,Delivered,8,1,0
OR10457,East,Sports,2024-02-11,2024-02-12,2024-02-19,Standard,114,Delivered,7,1,0
OR10458,South,Sports,2023-04-10,2023-04-11,2023-04-16,Standard,83,Delivered,5,1,0
OR10459,East,Beauty,2025-11-30,2025-12-03,2025-12-10,Same Day,305,Delivered,7,1,0
OR10460,North,Sports,2025-11-13,2025-11-16,2025-11-22,Express,236,Delivered,6,1,0
OR10461,South,Electronics,2025-04-26,2025-04-27,2025-05-01,Express,96,Returned,4,1,0
OR10462,Central,Beauty,2024-01-20,2024-01-21,2024-01-27,Standard,93,Delivered,6,1,0
OR10463,South,Grocery,2024-11-25,2024-11-28,2024-12-04,Standard,69,Delivered,6,1,0
OR10464,South,Home,2024-05-19,2024-05-22,2024-05-28,Express,103,Delivered,6,1,0
OR10465,South,Electronics,2022-07-31,2022-08-01,2022-08-07,Standard,110,Delivered,6,1,0
OR10466,South,Beauty,2025-10-21,2025-10-21,2025-10-25,Express,168,Delivered,4,1,0
OR10467,East,Fashion,2022-11-09,2022-11-12,2022-11-22,Express,151,Returned,10,1,0
OR10468,North,Home,2024-05-23,2024-05-24,2024-05-29,Standard,90,Delivered,5,1,0
OR10469,West,Grocery,2023-05-18,2023-05-21,2023-05-31,Express,200,Delivered,10,1,0
OR10470,South,Grocery,2024-05-26,2024-05-29,2024-06-04,Standard,65,Delivered,6,1,0
OR10471,Central,Fashion,2024-08-31,2024-09-01,2024-09-05,Standard,130,Delivered,4,1,0
OR10472,South,Home,2023-08-19,2023-08-19,2023-08-23,Standard,98,Delayed,4,0,1
OR10473,Central,Sports,2022-03-31,2022-04-03,2022-04-13,Standard,82,Delivered,10,1,0
OR10474,East,Home,2022-11-03,2022-11-03,2022-11-07,Same Day,237,Delivered,4,1,0
OR10475,Central,Home,2023-08-19,2023-08-22,2023-08-29,Standard,53,Delivered,7,1,0
OR10476,West,Grocery,2022-04-16,2022-04-17,2022-04-23,Standard,142,Delivered,6,1,0
OR10477,North,Fashion,2022-07-22,2022-07-25,2022-08-04,Same Day,282,Returned,10,1,0
OR10478,Central,Home,2022-11-23,2022-11-26,2022-12-08,Standard,143,Returned,12,1,0
OR10479,Central,Electronics,2025-08-27,2025-08-27,2025-08-29,Standard,135,Delayed,2,0,1
OR10480,North,Electronics,2024-11-20,2024-11-21,2024-11-27,Express,135,Delivered,6,1,0
OR10481,West,Fashion,2022-02-19,2022-02-22,2022-03-03,Same Day,354,Delayed,9,0,1
OR10482,South,Sports,2024-06-22,2024-06-23,2024-06-30,Express,212,Delivered,7,1,0
OR10483,Central,Beauty,2022-03-28,2022-03-29,2022-04-03,Standard,145,Delayed,5,0,1
OR10484,North,Home,2024-12-24,2024-12-27,2025-01-04,Express,146,Delivered,8,1,0
OR10485,East,Beauty,2024-01-21,2024-01-24,2024-01-30,Standard,144,Delivered,6,1,0
OR10486,North,Home,2024-02-17,2024-02-20,2024-02-27,Express,185,Delivered,7,1,0
OR10487,East,Grocery,2023-08-23,2023-08-23,2023-08-27,Standard,119,Delivered,4,1,0
OR10488,West,Home,2022-12-01,2022-12-04,2022-12-10,Standard,75,Delivered,6,1,0
OR10489,South,Beauty,2025-04-14,2025-04-17,2025-04-25,Standard,149,Delayed,8,0,1
OR10490,North,Sports,2023-10-23,2023-10-24,2023-10-29,Express,161,Delivered,5,1,0
OR10491,Central,Home,2023-04-15,2023-04-16,2023-04-21,Standard,82,Delivered,5,1,0
OR10492,West,Home,2024-11-13,2024-11-14,2024-11-18,Express,113,Delivered,4,1,0
OR10493,North,Grocery,2024-08-27,2024-08-30,2024-09-05,Express,170,Delivered,6,1,0
OR10494,Central,Electronics,2025-09-10,2025-09-10,2025-09-14,Standard,90,Delivered,4,1,0
OR10495,North,Electronics,2024-03-11,2024-03-14,2024-03-26,Same Day,334,Delivered,12,1,0
OR10496,East,Sports,2022-02-05,2022-02-06,2022-02-13,Express,148,Delayed,7,0,1
OR10497,North,Fashion,2024-07-09,2024-07-10,2024-07-17,Express,151,Delivered,7,1,0
OR10498,North,Fashion,2022-08-20,2022-08-23,2022-08-30,Standard,90,Delivered,7,1,0
OR10499,North,Grocery,2023-11-29,2023-12-02,2023-12-09,Standard,105,Returned,7,1,0
OR10500,West,Beauty,2025-09-07,2025-09-10,2025-09-20,Express,204,Delayed,10,0,1
OR10501,North,Beauty,2025-06-03,2025-06-06,2025-06-12,Standard,95,Delayed,6,0,1
OR10502,Central,Home,2022-12-26,2022-12-29,2023-01-05,Standard,137,Delivered,7,1,0
OR10503,East,Grocery,2024-07-28,2024-07-31,2024-08-06,Standard,55,Delivered,6,1,0
OR10504,East,Beauty,2025-04-29,2025-05-02,2025-05-11,Express,172,Delivered,9,1,0
OR10505,North,Electronics,2025-04-11,2025-04-14,2025-04-21,Standard,55,Delivered,7,1,0
OR10506,West,Sports,2023-04-11,2023-04-14,2023-04-21,Standard,144,Delayed,7,0,1
OR10507,West,Fashion,2022-07-18,2022-07-18,2022-07-21,Standard,62,Delivered,3,1,0
OR10508,Central,Home,2024-05-04,2024-05-07,2024-05-19,Express,86,Delivered,12,1,0
OR10509,North,Fashion,2024-01-11,2024-01-12,2024-01-17,Standard,74,Delayed,5,0,1
OR10510,East,Electronics,2022-05-09,2022-05-12,2022-05-22,Standard,101,Delivered,10,1,0
OR10511,West,Home,2024-10-12,2024-10-15,2024-10-22,Standard,83,Delivered,7,1,0
OR10512,North,Electronics,2022-12-08,2022-12-08,2022-12-12,Standard,69,Delivered,4,1,0
OR10513,West,Fashion,2025-01-11,2025-01-12,2025-01-17,Express,235,Delivered,5,1,0
OR10514,West,Fashion,2024-05-11,2024-05-12,2024-05-19,Standard,149,Delivered,7,1,0
OR10515,East,Electronics,2025-03-06,2025-03-09,2025-03-15,Same Day,308,Delivered,6,1,0
OR10516,South,Home,2022-06-12,2022-06-15,2022-06-23,Standard,114,Delivered,8,1,0
OR10517,Central,Electronics,2022-05-21,2022-05-24,2022-06-03,Express,146,Delivered,10,1,0
OR10518,Central,Home,2023-10-28,2023-10-28,2023-10-30,Express,155,Delivered,2,1,0
OR10519,East,Grocery,2022-06-22,2022-06-25,2022-07-02,Same Day,257,Delivered,7,1,0
OR10520,West,Grocery,2022-06-28,2022-06-29,2022-07-05,Standard,84,Delivered,6,1,0
OR10521,North,Home,2025-03-22,2025-03-23,2025-03-30,Express,155,Delivered,7,1,0
OR10522,West,Electronics,2023-04-04,2023-04-07,2023-04-13,Express,108,Delivered,6,1,0
OR10523,East,Home,2023-07-19,2023-07-20,2023-07-25,Express,117,Delivered,5,1,0
OR10524,Central,Fashion,2024-07-17,2024-07-18,2024-07-23,Express,133,Delivered,5,1,0
OR10525,West,Electronics,2024-01-08,2024-01-11,2024-01-22,Standard,84,Delivered,11,1,0
OR10526,Central,Beauty,2022-04-15,2022-04-18,2022-04-28,Standard,76,Delivered,10,1,0
OR10527,North,Home,2023-12-08,2023-12-08,2023-12-12,Standard,142,Delivered,4,1,0
OR10528,Central,Fashion,2024-06-18,2024-06-21,2024-06-29,Standard,99,Delivered,8,1,0
OR10529,Central,Sports,2025-05-08,2025-05-11,2025-05-20,Standard,116,Delivered,9,1,0
OR10530,South,Fashion,2022-11-11,2022-11-12,2022-11-18,Same Day,316,Delivered,6,1,0
OR10531,South,Beauty,2023-02-10,2023-02-13,2023-02-21,Standard,97,Delivered,8,1,0
OR10532,South,Home,2023-11-09,2023-11-10,2023-11-14,Standard,137,Delivered,4,1,0
OR10533,Central,Electronics,2023-12-29,2024-01-01,2024-01-12,Standard,53,Delivered,11,1,0
OR10534,East,Electronics,2022-10-14,2022-10-15,2022-10-22,Standard,55,Delayed,7,0,1
OR10535,Central,Grocery,2024-03-27,2024-03-28,2024-04-04,Standard,70,Delivered,7,1,0
OR10536,East,Beauty,2024-05-30,2024-05-30,2024-06-01,Express,184,Delivered,2,1,0
OR10537,East,Home,2023-01-01,2023-01-01,2023-01-05,Standard,116,Delayed,4,0,1
OR10538,South,Fashion,2025-05-25,2025-05-28,2025-06-03,Express,104,Delivered,6,1,0
OR10539,West,Fashion,2023-07-04,2023-07-07,2023-07-14,Standard,50,Delayed,7,0,1
OR10540,North,Beauty,2024-10-11,2024-10-11,2024-10-15,Standard,54,Delivered,4,1,0
OR10541,South,Home,2022-11-01,2022-11-01,2022-11-05,Standard,69,Delivered,4,1,0
